"commit_id","equipo","modulo","prioridad","lead_time_horas","lineas_cambiadas","num_bugs","deploy_status"
"PR-11223","Beta","Auth-Service","Alta",0.24,160,0,"success"
"PR-11224","Delta","Database","Media",35,463,2,"failed"
"PR-11225","Gamma","Billing","Media",4.27,10,1,"success"
"PR-11226","Delta","Database","Baja",51.35,745,3,"failed"
"PR-11227","Delta","Frontend-UI","Media",3,228,0,"success"
"PR-11228","Beta","Auth-Service","Crítica",32.44,458,1,"success"
"PR-11229","Gamma","Billing","Alta",19,407,4,"failed"
"PR-11230","Gamma","Billing","Media",73.44,881,1,"success"
"PR-11231","Beta","Frontend-UI","Media",2.89,245,3,"failed"
"PR-11232","Beta","Billing","Alta",72,799,4,"success"
"PR-11233","Alpha","Frontend-UI","Media",58.82,768,2,"failed"
"PR-11234","Beta","Database","Media",4,232,2,"success"
"PR-11235","Beta","Core-API","Media",36.97,568,0,"success"
"PR-11236","Alpha","Database","Media",5,10,0,"success"
"PR-11237","Alpha","Core-API","Media",4,176,0,"success"
"PR-11238","Beta","Billing","Baja",47,473,3,"success"
"PR-11239","Gamma","Frontend-UI","Baja",0.47,106,1,"success"
"PR-11240","Alpha","Auth-Service","Media",24,391,0,"success"
"PR-11241","Alpha","Auth-Service","Baja",56,588,5,"success"
"PR-11242","Gamma","Billing","Media",5,153,2,"success"
"PR-11243","Gamma","Frontend-UI","Media",3.6,233,2,"success"
"PR-11244","Beta","Core-API","Media",2.88,10,0,"success"
"PR-11245","Delta","Core-API","Baja",2,203,0,"success"
"PR-11246","Alpha","Billing","Baja",53,812,4,"failed"
"PR-11247","Alpha","Auth-Service","Alta",1,10,0,"success"
"PR-11248","Delta","Core-API","Media",5.25,81,0,"success"
"PR-11249","Delta","Auth-Service","Baja",5.87,136,1,"success"
"PR-11250","Gamma","Billing","Baja",2.13,224,2,"success"
"PR-11251","Alpha","Auth-Service","Media",1,109,0,"failed"
"PR-11252","Delta","Auth-Service","Alta",21,418,1,"success"
"PR-11253","Beta","Database","Media",9.02,326,2,"success"
"PR-11254","Delta","Billing","Alta",3,10,0,"success"
"PR-11255","Alpha","Auth-Service","Crítica",60,789,3,"success"
"PR-11256","Gamma","Database","Media",62.6,1011,6,"rolled_back"
"PR-11257","Delta","Database","Media",35.92,694,3,"rolled_back"
"PR-11258","Alpha","Billing","Crítica",2,10,0,"success"
"PR-11259","Delta","Billing","Media",42.17,718,1,"success"
"PR-11260","Delta","Frontend-UI","Media",78,940,6,"success"
"PR-11261","Alpha","Frontend-UI","Crítica",2.24,122,0,"success"
"PR-11262","Beta","Frontend-UI","Baja",5,224,1,"success"
"PR-11263","Delta","Database","Media",66,804,6,"failed"
"PR-11264","Delta","Frontend-UI","Media",6.68,285,1,"success"
"PR-11265","Beta","Database","Media",13,316,6,"rolled_back"
"PR-11266","Delta","Database","Alta",6.72,48,0,"success"
"PR-11267","Alpha","Core-API","Media",3,229,1,"success"
"PR-11268","Delta","Auth-Service","Alta",3.72,97,0,"success"
"PR-11269","Alpha","Frontend-UI","Media",6,10,1,"success"
"PR-11270","Delta","Database","Media",1.3,10,1,"failed"
"PR-11271","Beta","Billing","Baja",2,179,0,"success"
"PR-11272","Beta","Auth-Service","Media",2.47,10,0,"success"
"PR-11273","Beta","Auth-Service","Alta",2.89,179,0,"success"
"PR-11274","Delta","Database","Media",5,10,0,"success"
"PR-11275","Delta","Core-API","Baja",81,1045,2,"success"
"PR-11276","Alpha","Auth-Service","Crítica",2.67,183,0,"success"
"PR-11277","Alpha","Frontend-UI","Media",24,297,0,"success"
"PR-11278","Delta","Core-API","Media",29.35,266,2,"rolled_back"
"PR-11279","Alpha","Auth-Service","Media",5.53,110,0,"success"
"PR-11280","Delta","Auth-Service","Alta",84,1105,6,"success"
"PR-11281","Beta","Billing","Baja",3.49,29,0,"success"
"PR-11282","Alpha","Auth-Service","Media",33,475,1,"success"
"PR-11283","Gamma","Frontend-UI","Baja",3.47,21,1,"success"
"PR-11284","Alpha","Database","Media",79.81,1162,6,"failed"
"PR-11285","Gamma","Frontend-UI","Alta",1,10,0,"success"
"PR-11286","Delta","Frontend-UI","Media",4.03,370,1,"rolled_back"
"PR-11287","Alpha","Database","Media",2.44,209,1,"success"
"PR-11288","Alpha","Database","Crítica",3,10,0,"success"
"PR-11289","Alpha","Billing","Baja",8,241,1,"success"
"PR-11290","Alpha","Auth-Service","Media",3,258,1,"success"
"PR-11291","Delta","Database","Media",7.83,10,1,"success"
"PR-11292","Beta","Billing","Alta",5,81,1,"success"
"PR-11293","Alpha","Core-API","Media",2.38,186,1,"success"
"PR-11294","Beta","Frontend-UI","Media",47.75,604,5,"failed"
"PR-11295","Alpha","Database","Media",241.3,3014,7,"success"
"PR-11296","Beta","Frontend-UI","Media",155.81,1933,3,"failed"
"PR-11297","Alpha","Billing","Baja",5,10,0,"success"
"PR-11298","Delta","Frontend-UI","Media",66,909,4,"success"
"PR-11299","Beta","Frontend-UI","Media",34.9,479,2,"failed"
"PR-11300","Beta","Frontend-UI","Media",49,876,2,"rolled_back"
"PR-11301","Alpha","Database","Alta",52,748,3,"success"
"PR-11302","Alpha","Database","Media",36,478,4,"success"
"PR-11303","Alpha","Core-API","Baja",60.29,733,6,"failed"
"PR-11304","Delta","Database","Media",54,814,1,"success"
"PR-11305","Beta","Frontend-UI","Alta",43.09,666,4,"success"
"PR-11306","Alpha","Auth-Service","Baja",30,280,2,"rolled_back"
"PR-11307","Gamma","Frontend-UI","Alta",313.58,3860,12,"success"
"PR-11308","Delta","Database","Media",5.53,156,1,"success"
"PR-11309","Beta","Core-API","Media",23.62,498,1,"success"
"PR-11310","Gamma","Frontend-UI","Media",8,177,1,"success"
"PR-11311","Alpha","Database","Media",313.45,3866,17,"failed"
"PR-11312","Delta","Frontend-UI","Media",25.11,147,1,"success"
"PR-11313","Alpha","Auth-Service","Media",68.17,920,3,"success"
"PR-11314","Beta","Frontend-UI","Media",35,625,2,"success"
"PR-11315","Alpha","Core-API","Alta",64,789,2,"success"
"PR-11316","Beta","Core-API","Media",6.2,10,0,"success"
"PR-11317","Beta","Auth-Service","Media",56,803,4,"failed"
"PR-11318","Beta","Frontend-UI","Media",4,310,2,"success"
"PR-11319","Alpha","Frontend-UI","Alta",4,10,1,"success"
"PR-11320","Gamma","Auth-Service","Alta",5,51,0,"success"
"PR-11321","Delta","Auth-Service","Baja",3.34,61,0,"success"
"PR-11322","Gamma","Billing","Baja",74,1077,4,"success"
"PR-11323","Beta","Database","Alta",37,402,3,"rolled_back"
"PR-11324","Delta","Core-API","Media",32,529,2,"success"
"PR-11325","Beta","Billing","Crítica",5,251,0,"success"
"PR-11326","Beta","Auth-Service","Media",7,143,0,"success"
"PR-11327","Gamma","Core-API","Media",55.83,802,7,"success"
"PR-11328","Gamma","Core-API","Crítica",25.62,469,1,"success"
"PR-11329","Beta","Billing","Baja",2.15,48,0,"success"
"PR-11330","Delta","Auth-Service","Baja",6,71,0,"success"
"PR-11331","Beta","Frontend-UI","Media",3.15,402,2,"success"
"PR-11332","Alpha","Frontend-UI","Media",9,246,1,"success"
"PR-11333","Gamma","Auth-Service","Alta",32,380,0,"success"
"PR-11334","Beta","Billing","Alta",57.91,683,4,"failed"
"PR-11335","Alpha","Auth-Service","Crítica",31,451,1,"rolled_back"
"PR-11336","Beta","Core-API","Media",31,395,2,"success"
"PR-11337","Alpha","Billing","Alta",6,74,2,"success"
"PR-11338","Gamma","Core-API","Baja",9,128,1,"failed"
"PR-11339","Alpha","Billing","Media",9.71,177,1,"failed"
"PR-11340","Alpha","Database","Alta",24,345,1,"success"
"PR-11341","Alpha","Frontend-UI","Baja",6,34,0,"success"
"PR-11342","Gamma","Database","Baja",3.3,89,0,"success"
"PR-11343","Beta","Frontend-UI","Media",4.77,55,0,"success"
"PR-11344","Alpha","Core-API","Media",3.39,10,0,"success"
"PR-11345","Beta","Billing","Media",302,3742,12,"success"
"PR-11346","Delta","Database","Media",3.23,251,1,"success"
"PR-11347","Alpha","Core-API","Alta",6.64,85,0,"success"
"PR-11348","Alpha","Core-API","Media",5.87,86,0,"success"
"PR-11349","Beta","Auth-Service","Alta",34,630,5,"success"
"PR-11350","Beta","Core-API","Media",3.98,10,0,"failed"
"PR-11351","Gamma","Core-API","Crítica",32.62,528,2,"success"
"PR-11352","Alpha","Core-API","Baja",39,545,3,"failed"
"PR-11353","Alpha","Billing","Media",317.83,3916,20,"success"
"PR-11354","Alpha","Core-API","Alta",2.49,81,1,"success"
"PR-11355","Delta","Billing","Media",13,177,0,"success"
"PR-11356","Beta","Frontend-UI","Media",1.55,70,0,"success"
"PR-11357","Gamma","Billing","Baja",53,701,4,"success"
"PR-11358","Beta","Core-API","Alta",53,732,1,"rolled_back"
"PR-11359","Gamma","Auth-Service","Crítica",5,137,1,"success"
"PR-11360","Beta","Database","Alta",35.42,370,1,"success"
"PR-11361","Alpha","Auth-Service","Media",3,403,0,"success"
"PR-11362","Delta","Billing","Alta",36,620,4,"success"
"PR-11363","Alpha","Auth-Service","Crítica",271.76,3392,14,"rolled_back"
"PR-11364","Gamma","Frontend-UI","Baja",3,76,0,"success"
"PR-11365","Beta","Database","Media",4.78,170,1,"failed"
"PR-11366","Delta","Frontend-UI","Baja",1.1,139,0,"success"
"PR-11367","Alpha","Database","Media",4.7,128,2,"rolled_back"
"PR-11368","Delta","Database","Media",1,182,0,"success"
"PR-11369","Delta","Auth-Service","Baja",160,1912,5,"failed"
"PR-11370","Beta","Auth-Service","Media",51.07,697,5,"failed"
"PR-11371","Beta","Database","Crítica",53.51,569,1,"success"
"PR-11372","Alpha","Auth-Service","Crítica",72,1013,3,"success"
"PR-11373","Alpha","Frontend-UI","Alta",5.18,65,0,"success"
"PR-11374","Alpha","Billing","Baja",9.02,10,0,"success"
"PR-11375","Gamma","Database","Media",0,10,1,"success"
"PR-11376","Delta","Billing","Alta",60.43,809,4,"rolled_back"
"PR-11377","Delta","Frontend-UI","Baja",5,32,0,"success"
"PR-11378","Alpha","Auth-Service","Media",68.68,825,3,"success"
"PR-11379","Alpha","Billing","Media",5,143,0,"success"
"PR-11380","Alpha","Billing","Alta",3,54,0,"success"
"PR-11381","Gamma","Core-API","Media",5,10,0,"success"
"PR-11382","Alpha","Core-API","Media",226,3121,20,"failed"
"PR-11383","Beta","Auth-Service","Baja",2,10,0,"success"
"PR-11384","Beta","Billing","Crítica",3.72,10,0,"success"
"PR-11385","Beta","Auth-Service","Media",7.8,68,1,"failed"
"PR-11386","Alpha","Core-API","Media",1.46,10,0,"success"
"PR-11387","Gamma","Frontend-UI","Crítica",226,2771,10,"rolled_back"
"PR-11388","Beta","Billing","Baja",4.29,10,0,"success"
"PR-11389","Gamma","Billing","Media",3,10,0,"success"
"PR-11390","Alpha","Frontend-UI","Media",8,343,0,"success"
"PR-11391","Beta","Frontend-UI","Crítica",10,252,0,"success"
"PR-11392","Alpha","Billing","Baja",10.56,276,0,"success"
"PR-11393","Delta","Auth-Service","Alta",2,97,2,"rolled_back"
"PR-11394","Beta","Database","Crítica",124.53,1717,7,"rolled_back"
"PR-11395","Gamma","Billing","Baja",3,125,0,"success"
"PR-11396","Gamma","Auth-Service","Baja",1.65,10,0,"success"
"PR-11397","Delta","Database","Alta",0.22,58,0,"success"
"PR-11398","Alpha","Frontend-UI","Media",9,78,0,"success"
"PR-11399","Delta","Database","Media",4,246,1,"success"
"PR-11400","Delta","Core-API","Media",9.29,337,2,"failed"
"PR-11401","Alpha","Auth-Service","Crítica",0,290,1,"success"
"PR-11402","Alpha","Frontend-UI","Media",4.05,10,0,"success"
"PR-11403","Gamma","Database","Media",63,613,0,"success"
"PR-11404","Beta","Database","Alta",8.51,59,0,"failed"
"PR-11405","Beta","Core-API","Media",2.84,10,0,"success"
"PR-11406","Beta","Frontend-UI","Media",4.31,188,1,"success"
"PR-11407","Gamma","Database","Media",1,213,1,"success"
"PR-11408","Beta","Auth-Service","Alta",229,2959,12,"success"
"PR-11409","Gamma","Core-API","Media",2,10,1,"failed"
"PR-11410","Beta","Auth-Service","Crítica",39,433,1,"success"
"PR-11411","Gamma","Auth-Service","Baja",2,10,0,"success"
"PR-11412","Alpha","Database","Media",4,273,2,"rolled_back"
"PR-11413","Gamma","Database","Baja",292.36,3532,11,"success"
"PR-11414","Alpha","Database","Baja",44.84,541,2,"success"
"PR-11415","Delta","Frontend-UI","Media",7,56,0,"success"
"PR-11416","Alpha","Frontend-UI","Media",3.69,10,0,"success"
"PR-11417","Alpha","Core-API","Alta",157,1927,8,"failed"
"PR-11418","Delta","Database","Media",53,622,4,"failed"
"PR-11419","Beta","Database","Baja",5.12,86,0,"success"
"PR-11420","Delta","Core-API","Media",2.41,185,1,"failed"
"PR-11421","Gamma","Database","Baja",43.07,649,1,"success"
"PR-11422","Gamma","Database","Media",260,3263,13,"rolled_back"
"PR-11423","Delta","Database","Baja",24,339,0,"success"
"PR-11424","Alpha","Auth-Service","Media",78,973,1,"rolled_back"
"PR-11425","Delta","Database","Media",44.45,571,1,"success"
"PR-11426","Beta","Frontend-UI","Crítica",5,134,0,"success"
"PR-11427","Gamma","Auth-Service","Media",2,76,0,"success"
"PR-11428","Alpha","Database","Alta",5.12,171,1,"success"
"PR-11429","Gamma","Frontend-UI","Baja",3.56,128,0,"success"
"PR-11430","Beta","Core-API","Alta",24,474,4,"failed"
"PR-11431","Gamma","Billing","Media",3,20,0,"success"
"PR-11432","Delta","Auth-Service","Media",0,25,0,"success"
"PR-11433","Gamma","Database","Crítica",88,1158,3,"failed"
"PR-11434","Beta","Core-API","Alta",45.28,557,4,"failed"
"PR-11435","Delta","Core-API","Crítica",7,329,1,"success"
"PR-11436","Delta","Database","Crítica",4,11,1,"success"
"PR-11437","Gamma","Auth-Service","Alta",2.26,63,0,"success"
"PR-11438","Alpha","Frontend-UI","Media",4,10,0,"success"
"PR-11439","Delta","Core-API","Alta",52,819,4,"rolled_back"
"PR-11440","Gamma","Frontend-UI","Alta",5,114,0,"success"
"PR-11441","Delta","Core-API","Media",24,419,2,"failed"
"PR-11442","Gamma","Database","Media",4,252,2,"success"
"PR-11443","Beta","Core-API","Crítica",4,10,0,"success"
"PR-11444","Beta","Core-API","Alta",0,10,1,"failed"
"PR-11445","Delta","Core-API","Media",2,123,1,"success"
"PR-11446","Beta","Auth-Service","Baja",45.88,553,2,"success"
"PR-11447","Delta","Frontend-UI","Alta",29,293,0,"success"
"PR-11448","Alpha","Auth-Service","Media",21,151,1,"success"
"PR-11449","Delta","Auth-Service","Baja",24,349,2,"success"
"PR-11450","Beta","Core-API","Media",60,983,6,"success"
"PR-11451","Alpha","Core-API","Baja",9.71,411,2,"success"
"PR-11452","Gamma","Core-API","Alta",6,217,0,"success"
"PR-11453","Delta","Frontend-UI","Alta",5,300,1,"success"
"PR-11454","Beta","Frontend-UI","Media",7,166,0,"failed"
"PR-11455","Gamma","Core-API","Baja",3,202,1,"failed"
"PR-11456","Beta","Frontend-UI","Alta",33,419,1,"failed"
"PR-11457","Gamma","Database","Baja",2,148,1,"success"
"PR-11458","Gamma","Auth-Service","Alta",91.08,930,3,"success"
"PR-11459","Alpha","Core-API","Baja",3.06,22,0,"success"
"PR-11460","Beta","Auth-Service","Alta",7,324,1,"success"
"PR-11461","Alpha","Auth-Service","Media",6,103,0,"success"
"PR-11462","Alpha","Billing","Crítica",1.72,10,0,"success"
"PR-11463","Alpha","Database","Alta",5,344,2,"success"
"PR-11464","Gamma","Auth-Service","Baja",55.01,652,3,"rolled_back"
"PR-11465","Delta","Billing","Media",79,1240,1,"success"
"PR-11466","Alpha","Billing","Media",6.51,312,0,"success"
"PR-11467","Beta","Frontend-UI","Media",40,598,3,"success"
"PR-11468","Alpha","Billing","Media",4,174,0,"success"
"PR-11469","Delta","Auth-Service","Baja",1.84,10,0,"success"
"PR-11470","Alpha","Frontend-UI","Media",214.01,2646,8,"failed"
"PR-11471","Beta","Core-API","Alta",76.35,1177,5,"success"
"PR-11472","Beta","Frontend-UI","Crítica",49,802,6,"failed"
"PR-11473","Gamma","Frontend-UI","Baja",8.19,141,1,"success"
"PR-11474","Beta","Database","Media",3.3,313,1,"success"
"PR-11475","Beta","Database","Media",28,345,0,"success"
"PR-11476","Alpha","Frontend-UI","Alta",3,64,2,"success"
"PR-11477","Gamma","Auth-Service","Media",1,10,0,"success"
"PR-11478","Delta","Core-API","Media",6.18,162,0,"success"
"PR-11479","Delta","Billing","Media",3,151,0,"success"
"PR-11480","Delta","Core-API","Baja",19.75,454,3,"success"
"PR-11481","Gamma","Core-API","Media",3,18,0,"success"
"PR-11482","Beta","Core-API","Alta",52.91,692,3,"success"
"PR-11483","Beta","Frontend-UI","Media",86,1127,6,"rolled_back"
"PR-11484","Alpha","Frontend-UI","Baja",49.5,610,3,"success"
"PR-11485","Beta","Core-API","Baja",7,10,0,"success"
"PR-11486","Beta","Core-API","Media",48,471,2,"success"
"PR-11487","Alpha","Frontend-UI","Media",50.17,555,3,"success"
"PR-11488","Delta","Core-API","Baja",5,187,0,"success"
"PR-11489","Beta","Auth-Service","Baja",7,10,0,"success"
"PR-11490","Alpha","Database","Media",55.6,705,2,"success"
"PR-11491","Delta","Auth-Service","Alta",1,10,0,"success"
"PR-11492","Delta","Core-API","Crítica",1,10,0,"success"
"PR-11493","Alpha","Billing","Crítica",0,10,0,"success"
"PR-11494","Beta","Core-API","Media",8,10,0,"success"
"PR-11495","Delta","Core-API","Alta",7.12,176,0,"success"
"PR-11496","Beta","Auth-Service","Alta",2.26,104,0,"success"
"PR-11497","Delta","Core-API","Media",48,582,2,"success"
"PR-11498","Beta","Frontend-UI","Alta",50.01,905,4,"failed"
"PR-11499","Beta","Frontend-UI","Media",4,26,0,"success"
"PR-11500","Alpha","Core-API","Baja",9,197,0,"success"
"PR-11501","Alpha","Billing","Media",86,1199,7,"success"
"PR-11502","Alpha","Billing","Crítica",72,823,4,"success"
"PR-11503","Delta","Frontend-UI","Media",3,181,0,"success"
"PR-11504","Beta","Database","Alta",51.78,798,5,"failed"
"PR-11505","Beta","Database","Baja",3,118,0,"success"
"PR-11506","Gamma","Frontend-UI","Baja",2.93,248,0,"success"
"PR-11507","Beta","Core-API","Baja",4,238,0,"success"
"PR-11508","Beta","Frontend-UI","Media",6.21,321,0,"success"
"PR-11509","Beta","Database","Media",60,866,7,"rolled_back"
"PR-11510","Delta","Auth-Service","Crítica",147,1748,3,"success"
"PR-11511","Gamma","Database","Baja",48,753,4,"failed"
"PR-11512","Beta","Database","Media",0,10,0,"success"
"PR-11513","Beta","Database","Alta",27,423,3,"rolled_back"
"PR-11514","Gamma","Billing","Alta",7,249,1,"success"
"PR-11515","Beta","Core-API","Alta",2.67,123,0,"success"
"PR-11516","Gamma","Billing","Alta",1,67,0,"success"
"PR-11517","Gamma","Database","Crítica",2.17,312,0,"success"
"PR-11518","Delta","Billing","Alta",11,268,1,"success"
"PR-11519","Gamma","Billing","Media",0.43,200,3,"success"
"PR-11520","Gamma","Database","Alta",53,802,4,"success"
"PR-11521","Alpha","Auth-Service","Alta",4.32,154,2,"success"
"PR-11522","Gamma","Auth-Service","Alta",94.19,1350,7,"rolled_back"
"PR-11523","Beta","Frontend-UI","Baja",54,818,2,"success"
"PR-11524","Beta","Billing","Media",48,823,2,"failed"
"PR-11525","Gamma","Core-API","Media",1.6,179,0,"success"
"PR-11526","Gamma","Billing","Media",2,112,1,"success"
"PR-11527","Alpha","Frontend-UI","Media",4.35,10,0,"success"
"PR-11528","Gamma","Auth-Service","Alta",39.4,632,2,"success"
"PR-11529","Delta","Core-API","Baja",316,3989,15,"success"
"PR-11530","Gamma","Database","Crítica",45,495,1,"success"
"PR-11531","Delta","Billing","Crítica",7.36,249,0,"success"
"PR-11532","Alpha","Auth-Service","Media",101.53,1177,3,"failed"
"PR-11533","Gamma","Frontend-UI","Alta",62.04,894,6,"success"
"PR-11534","Gamma","Database","Media",1,10,0,"success"
"PR-11535","Beta","Frontend-UI","Crítica",4,246,1,"rolled_back"
"PR-11536","Alpha","Auth-Service","Crítica",26,417,4,"success"
"PR-11537","Delta","Billing","Baja",7.41,126,0,"success"
"PR-11538","Gamma","Billing","Media",72,873,0,"success"
"PR-11539","Gamma","Billing","Media",4.78,48,0,"success"
"PR-11540","Delta","Billing","Media",42,751,0,"success"
"PR-11541","Alpha","Database","Media",167.79,2140,10,"success"
"PR-11542","Alpha","Billing","Baja",46,431,1,"success"
"PR-11543","Beta","Database","Media",64,786,4,"failed"
"PR-11544","Gamma","Database","Alta",50,568,4,"rolled_back"
"PR-11545","Alpha","Database","Alta",29,378,3,"success"
"PR-11546","Alpha","Auth-Service","Baja",221,2720,18,"failed"
"PR-11547","Alpha","Auth-Service","Media",5.89,458,3,"rolled_back"
"PR-11548","Beta","Auth-Service","Media",3,10,0,"success"
"PR-11549","Beta","Frontend-UI","Crítica",48,738,6,"success"
"PR-11550","Delta","Frontend-UI","Media",177,2150,4,"failed"
"PR-11551","Alpha","Billing","Media",128,1620,8,"success"
"PR-11552","Gamma","Database","Media",2.97,10,0,"success"
"PR-11553","Delta","Auth-Service","Crítica",41.41,356,3,"success"
"PR-11554","Alpha","Database","Baja",50.69,605,3,"rolled_back"
"PR-11555","Alpha","Billing","Media",40.6,332,1,"success"
"PR-11556","Alpha","Frontend-UI","Media",2,21,0,"success"
"PR-11557","Delta","Core-API","Crítica",2.1,75,0,"success"
"PR-11558","Delta","Auth-Service","Media",4.3,82,0,"success"
"PR-11559","Beta","Core-API","Media",2,148,1,"success"
"PR-11560","Beta","Auth-Service","Media",2,10,0,"success"
"PR-11561","Delta","Auth-Service","Media",4,10,0,"success"
"PR-11562","Alpha","Frontend-UI","Baja",2.22,166,0,"success"
"PR-11563","Delta","Database","Media",2.62,10,0,"success"
"PR-11564","Alpha","Billing","Media",1,17,0,"success"
"PR-11565","Gamma","Billing","Media",4,135,0,"success"
"PR-11566","Beta","Billing","Alta",48,392,3,"success"
"PR-11567","Alpha","Billing","Media",1,10,0,"success"
"PR-11568","Beta","Database","Media",4.89,10,0,"success"
"PR-11569","Alpha","Frontend-UI","Media",4,107,0,"success"
"PR-11570","Alpha","Billing","Media",55,623,1,"success"
"PR-11571","Alpha","Database","Crítica",3,10,0,"success"
"PR-11572","Gamma","Database","Media",2,314,6,"success"
"PR-11573","Alpha","Frontend-UI","Media",0,160,2,"success"
"PR-11574","Delta","Auth-Service","Baja",45.49,676,3,"success"
"PR-11575","Beta","Billing","Alta",5.94,248,2,"failed"
"PR-11576","Alpha","Database","Media",7,10,0,"success"
"PR-11577","Gamma","Billing","Baja",2.92,10,0,"success"
"PR-11578","Gamma","Database","Baja",10.64,177,0,"success"
"PR-11579","Gamma","Auth-Service","Baja",38.38,668,1,"failed"
"PR-11580","Gamma","Auth-Service","Media",3,10,0,"success"
"PR-11581","Alpha","Frontend-UI","Crítica",72,664,4,"success"
"PR-11582","Alpha","Frontend-UI","Media",42.37,639,1,"failed"
"PR-11583","Alpha","Auth-Service","Alta",58,815,3,"success"
"PR-11584","Gamma","Frontend-UI","Media",4.52,57,0,"success"
"PR-11585","Delta","Auth-Service","Baja",30,393,4,"success"
"PR-11586","Gamma","Database","Baja",4.02,10,0,"success"
"PR-11587","Gamma","Core-API","Alta",56,552,1,"success"
"PR-11588","Gamma","Frontend-UI","Media",82,1145,8,"success"
"PR-11589","Alpha","Billing","Media",141,1546,4,"success"
"PR-11590","Alpha","Database","Media",72.23,720,1,"success"
"PR-11591","Beta","Database","Alta",1,87,0,"success"
"PR-11592","Gamma","Frontend-UI","Baja",95,1074,5,"rolled_back"
"PR-11593","Alpha","Database","Media",1.36,16,1,"success"
"PR-11594","Alpha","Core-API","Alta",3,163,1,"failed"
"PR-11595","Gamma","Billing","Media",3.15,27,0,"success"
"PR-11596","Alpha","Core-API","Media",9,253,0,"failed"
"PR-11597","Gamma","Billing","Media",117.42,1551,6,"failed"
"PR-11598","Gamma","Billing","Alta",61.01,821,2,"success"
"PR-11599","Delta","Auth-Service","Media",3.05,10,0,"success"
"PR-11600","Gamma","Core-API","Alta",31.45,407,2,"success"
"PR-11601","Beta","Billing","Media",45.34,606,1,"success"
"PR-11602","Beta","Billing","Baja",47,546,2,"failed"
"PR-11603","Beta","Auth-Service","Media",4,296,0,"success"
"PR-11604","Delta","Billing","Media",0.76,31,0,"success"
"PR-11605","Beta","Frontend-UI","Media",103,1231,1,"failed"
"PR-11606","Beta","Auth-Service","Media",14,283,0,"success"
"PR-11607","Beta","Database","Media",8,245,1,"success"
"PR-11608","Beta","Billing","Crítica",72,931,1,"success"
"PR-11609","Delta","Billing","Alta",9,282,0,"success"
"PR-11610","Alpha","Auth-Service","Alta",57,699,1,"success"
"PR-11611","Beta","Core-API","Baja",238,3006,9,"rolled_back"
"PR-11612","Alpha","Core-API","Alta",48,498,1,"success"
"PR-11613","Beta","Core-API","Media",7.56,164,1,"failed"
"PR-11614","Beta","Frontend-UI","Baja",2.92,74,0,"success"
"PR-11615","Beta","Auth-Service","Media",86.09,1140,7,"failed"
"PR-11616","Alpha","Database","Media",9,236,2,"success"
"PR-11617","Alpha","Database","Alta",31,121,0,"failed"
"PR-11618","Alpha","Core-API","Media",4,81,0,"success"
"PR-11619","Beta","Billing","Alta",7.43,170,0,"success"
"PR-11620","Beta","Frontend-UI","Crítica",1.54,10,0,"success"
"PR-11621","Beta","Billing","Media",291,3402,13,"success"
"PR-11622","Gamma","Billing","Media",1.26,117,0,"success"
"PR-11623","Delta","Auth-Service","Alta",3,176,1,"rolled_back"
"PR-11624","Delta","Billing","Media",3,235,2,"success"
"PR-11625","Beta","Auth-Service","Alta",37,407,3,"failed"
"PR-11626","Alpha","Core-API","Baja",32,197,0,"success"
"PR-11627","Alpha","Billing","Alta",3.47,114,0,"success"
"PR-11628","Alpha","Auth-Service","Baja",1.76,120,0,"success"
"PR-11629","Gamma","Billing","Alta",2,92,1,"success"
"PR-11630","Alpha","Core-API","Media",2,165,1,"success"
"PR-11631","Alpha","Core-API","Media",2,10,0,"success"
"PR-11632","Alpha","Core-API","Media",3,57,2,"success"
"PR-11633","Alpha","Database","Alta",1.97,246,1,"success"
"PR-11634","Alpha","Auth-Service","Alta",1.4,70,1,"success"
"PR-11635","Beta","Core-API","Baja",2,10,0,"success"
"PR-11636","Gamma","Database","Alta",3,22,0,"success"
"PR-11637","Alpha","Core-API","Alta",97,1151,5,"success"
"PR-11638","Beta","Auth-Service","Baja",24,404,5,"failed"
"PR-11639","Alpha","Auth-Service","Media",78.74,869,2,"success"
"PR-11640","Delta","Auth-Service","Crítica",80.3,856,5,"success"
"PR-11641","Delta","Core-API","Media",9.86,369,1,"success"
"PR-11642","Beta","Database","Baja",4,97,0,"success"
"PR-11643","Beta","Core-API","Media",3.87,36,0,"success"
"PR-11644","Alpha","Auth-Service","Alta",4,142,1,"success"
"PR-11645","Alpha","Billing","Media",27.3,205,2,"success"
"PR-11646","Beta","Database","Baja",3,10,0,"success"
"PR-11647","Delta","Auth-Service","Alta",5,21,1,"success"
"PR-11648","Delta","Auth-Service","Media",28,123,0,"success"
"PR-11649","Alpha","Frontend-UI","Media",46,753,1,"rolled_back"
"PR-11650","Beta","Frontend-UI","Media",66,865,4,"rolled_back"
"PR-11651","Gamma","Frontend-UI","Baja",59.78,844,1,"success"
"PR-11652","Alpha","Billing","Media",9,45,0,"success"
"PR-11653","Delta","Database","Baja",29,510,1,"success"
"PR-11654","Beta","Database","Baja",2,379,0,"success"
"PR-11655","Delta","Database","Media",49,674,3,"success"
"PR-11656","Alpha","Frontend-UI","Alta",4,18,0,"failed"
"PR-11657","Alpha","Database","Crítica",5.54,38,1,"success"
"PR-11658","Delta","Database","Media",1.1,263,1,"success"
